date,temperature_2m_mean,relative_humidity_2m_mean,precipitation_sum,pressure_msl_mean
2018-12-10 00:00:00+00:00,15.712333,59.78186,0.0,1019.4624
2018-12-11 00:00:00+00:00,17.308167,54.26227,0.0,1019.31256
2018-12-12 00:00:00+00:00,16.947748,54.75562,0.0,1021.17084
2018-12-13 00:00:00+00:00,16.733168,59.745087,0.0,1023.6418
2018-12-14 00:00:00+00:00,16.560253,49.060867,0.0,1022.89575
2018-12-15 00:00:00+00:00,17.443583,50.24004,0.0,1018.41254
2018-12-16 00:00:00+00:00,16.283167,43.407955,0.0,1017.1123
2018-12-17 00:00:00+00:00,15.278999,56.8402,0.0,1019.87915
2018-12-18 00:00:00+00:00,15.529002,55.009525,0.0,1021.22925
2018-12-19 00:00:00+00:00,15.4852495,52.45548,0.0,1019.35406
2018-12-20 00:00:00+00:00,15.272751,62.328262,0.0,1023.021
2018-12-21 00:00:00+00:00,16.099834,60.7077,0.0,1025.4042
2018-12-22 00:00:00+00:00,15.414417,62.00285,0.0,1023.8625
2018-12-23 00:00:00+00:00,15.445664,60.32289,0.0,1023.3665
2018-12-24 00:00:00+00:00,16.972752,65.97519,0.0,1022.2874
2018-12-25 00:00:00+00:00,16.493586,62.863148,0.0,1019.55005
2018-12-26 00:00:00+00:00,16.38525,53.427994,0.0,1015.06244
2018-12-27 00:00:00+00:00,13.7664995,63.37048,0.8000001,1017.3333
2018-12-28 00:00:00+00:00,13.793583,65.48813,0.2,1020.33325
2018-12-29 00:00:00+00:00,14.651917,64.30196,0.1,1019.91675
2018-12-30 00:00:00+00:00,14.293584,65.52946,0.0,1021.46655
2018-12-31 00:00:00+00:00,14.572749,53.445797,0.0,1020.4834
